#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
AIREASON_ALL_HELP_IS_APPRECIATED;Kadá pomoc se cenní;Toute aide est appréciable;Jegliche Hilfe ist willkommen;;Toda ayuda se agradece;;;;;;;;;x
JOIN_ATTACKER_WARS_EFFECT;Se pøipojí ke [GetTitledName] v jeho útoèné válce\n;Rejoindra [GetTitledName] dans sa guerre offensive\n;Wird sich [GetTitledName] in [GetPossPronoun]en offensiven Kriegen anschließen\n;;Se unirá a [GetTitledName] en [GetPossPronoun] guerras ofensivas\n;;;;;;;;;x
JOIN_DEFENDER_WARS_EFFECT;Se pøipojí ke [GetTitledName] v jeho obrané válce\n;Rejoindra [GetTitledName] dans sa guerre défensive\n;Wird sich [GetTitledName] in [GetPossPronoun]en defensiven Kriegen anschließen\n;;Se unirá a [GetTitledName] en [GetPossPronoun] guerras defensivas\n;;;;;;;;;x
IS_NOT_PRIMARY_WAR_ATTACKER;Není hlavním útoèníkem ve válce;N'est pas l'attaquant principal dans une guerre;Ist NICHT der Hauptangreifer in einem Krieg;;NO es el atacante principal en una guerra;;;;;;;;;x
IS_PRIMARY_WAR_ATTACKER;Je hlavním útoèníkem ve válce;Est l'attaquant principal dans une guerre;Ist der Hauptangreifer in einem Krieg;;Es el principal atacante en una guerra;;;;;;;;;x
IS_NOT_PRIMARY_WAR_DEFENDER;Není hlavním obráncem ve válce;N'est pas le défenseur principal dans une guerre;Ist NICHT der Hauptverteidiger in einem Krieg;;NO es el principal defensor de una guerra;;;;;;;;;x
IS_PRIMARY_WAR_DEFENDER;Je hlavním obráncem ve válce;Est le défenseur principal dans une guerre;Ist der Hauptverteidiger in einem Krieg;;Es el principal defensor de una guerra ;;;;;;;;;x
SET_DE_JURE_LIEGE_EFFECT;§Y$LIEGE$§! se stane novım de jure lenním pánem vazala §Y$VASSAL$§!\n;'§Y$LIEGE$§!' devient le titre du seigneur lige de jure de '§Y$VASSAL$§!'\n;Der §Y$LIEGE$§! erhält den neuen De-jure-Titel eines Lehnsherren von den §Y$VASSAL$§!\n;;El §Y$LIEGE$§! se convierte en el nuevo señor de feudal de facto de los §Y$VASSAL$§!\n;;;;;;;;;x
CONTRIBUTION_PERC_IRO;$CHAR$ podíl: §Y$PERC$%§! (§Y$SCORE$§!);Contribution de $CHAR$ : §Y$PERC$%§! (§Y$SCORE$§!);$CHAR$s Beitrag: §Y$PERC$%§! (§Y$SCORE$§!);;Contribución de $CHAR$: §Y$PERC$%§! (§Y$SCORE$§!);;;;;;;;;x
ASK_TO_JOIN_WAR_INTERACTION_TITLE;Nabídka pøipojení se k válce;Offrir de se joindre à la guerre;Kriegsbeitritt anbieten;;Oferta para unirse a la guerra;;;;;;;;;x
ASK_TO_JOIN_WAR_INTERACTION_DESC;Nabídka pøipojit se k §Y[Recipient.GetBestName]§! v jedné z jeho válek.;Offre de se joindre [Recipient.Get_only_au_Title]§Y[Recipient.GetBestName]§! dans l'une de ses guerres.;Bietet an, Euch §Y[Recipient.GetBestName]§! in einem [Recipient.GetPossPronoun]er Kriege anzuschließen.;;Oferta para unirse a §Y[Recipient.GetBestName]§! en una de las guerras [Recipient.GetPossPronoun].;;;;;;;;;x
ASK_TO_JOIN_WAR_INTERACTION_LONG_DESC;Mùeš nabídnout vladaøi vyznávajícímu stejnou víru, aby se pøipojil k mnoha druhùm válek.;Vous pouvez proposer de rejoindre les souverains coreligionnaires dans de nombreux types de guerres.;Ihr könnt Herrschern Eurer eigenen Religion in vielen verschiedenen Kämpfen anbieten, sich ihnen anzuschließen.;;Puedes ofrecerte a unirte a gobernadores de tu misma religión en muchos tipos de guerras;;;;;;;;;x
ASK_TO_JOIN_WAR_INTERACTION_0;Nabídka pøipojit se k §Y[Recipient.GetBestName]§! v §Y$WAR$§!.;Offre de se joindre [Recipient.Get_only_au_Title]§Y[Recipient.GetBestName]§! dans la §Y$WAR$§!.;Bietet §Y[Recipient.GetBestName]§! an, dass Ihr Euch in §Y$WAR$§! anschließt.;;Oferta para unirte a  §Y[Recipient.GetBestName]§! en §Y$WAR$§!.;;;;;;;;;x
ASK_TO_JOIN_WAR_INTERACTION_ACCEPT_SETUP;Nabídka pøipojení k válce pøijata;Offre de se joindre à la guerre acceptée;Angebot, sich dem Krieg anzuschließen, angenommen;;Oferta para unirte a la guerra aceptada;;;;;;;;;x
ASK_TO_JOIN_WAR_INTERACTION_ACCEPT_LOG;§Y[Recipient.GetBestName]§W pøijal nabídku pøipojit se k §Y$WAR$§, kterou vede §Y[Actor.GetBestName]§W!;[Recipient.Get_only_Le_Title]§Y[Recipient.GetBestName]§! a accepté l'offre [Actor.Get_only_du_Title]§Y[Actor.GetBestName]§! de rejoindre la §Y$WAR$§!;§Y[Recipient.GetBestName]§W hat §Y[Actor.GetBestName]s§W Angebot angenommen, sich dem Krieg §Y$WAR$§! anzuschließen.;;§Y[Recipient.GetBestName]§W ha aceptado la oferta de §Y[Actor.GetBestName]'s§W para unirse a  §Y$WAR$§!;;;;;;;;;x
ASK_TO_JOIN_WAR_INTERACTION_DECLINE_SETUP;Nabídka pøipojení k válce zamítnuta;Offre de se joindre à la guerre refusée;Angebot, sich dem Krieg anzuschließen, abgelehnt;;Oferta para unirse a la guerra rechazada;;;;;;;;;x
ASK_TO_JOIN_WAR_INTERACTION_DECLINE_LOG;§Y[Recipient.GetBestName]§W zamítl nabídku pøipojit se k §Y$WAR$§, kterou vede §Y[Actor.GetBestName]§W!;[Recipient.Get_only_Le_Title]§Y[Recipient.GetBestName]§! a refusé l'offre de se joindre à la §Y$WAR$§! [Actor.Get_only_du_Title]§Y[Actor.GetBestName]§!;§Y[Recipient.GetBestName]§W hat §Y[Actor.GetBestName]s§W Angebot abgelehnt, sich dem Krieg §Y$WAR$§! anzuschließen.;;§Y[Recipient.GetBestName]§W ha rechazado la oferta de §Y[Actor.GetBestName]'s§W para unirse a §Y$WAR$§!;;;;;;;;;x
ASK_TO_JOIN_WAR_INTERACTION_OFFER;[Actor.GetBestName] se chce pøipojit ke §Y$WAR$§!;[Actor.Get_only_Le_Title][Actor.GetBestName] veut se joindre à la §Y$WAR$§!;[Actor.GetBestName] möchte sich §Y$WAR$§! anschließen;;[Actor.GetBestName] quiere unirse a §Y$WAR$§!;;;;;;;;;x
ASK_TO_JOIN_WAR_INTERACTION_LETTER;Tvùj cíl jest oprávnìnı! Prosím pøijmi mou nabídku pøipojit se k tobì ve $WAR$.;Votre cause est juste ! Veuillez accepter mon offre de me joindre à la $WAR$.;Euer Grund ist gerecht! Bitte nehmt mein Angebot an, mich Eurem Krieg $WAR$ anschließen zu dürfen.;;¡Tu causa es justa! Por favor, acepte mi oferta para participar en la $WAR$. ;;;;;;;;;x
INTERACTION_CANNOT_JOIN_LIEGE_WAR;Nemùeme se pøipojit k válkám našeho lenního pána;Nous ne pouvons pas rejoindre les guerres de notre seigneur lige;Wir können uns den Kriegen unseres Lehnsherren nicht anschließen;;No podemos unirnos a la guerra de nuestros señores;;;;;;;;;x
INTERACTION_REQUIRES_RECIPIENT_IS_SAME_RELIGION;[Recipient.GetTitledName] je [Actor.Religion.GetName];[Recipient.Get_Le_TitledFirstNameJ] est [Actor.Religion.GetName];§Y[Recipient.GetTitledFirstName]§! ist [Actor.Religion.GetName];;§Y[Recipient.GetTitledFirstName]§! es [Actor.Religion.GetName];;;;;;;;;x
EVTDESC293;S radostí pøijímám tvou nabídku pomoci v mé válce. A se naši nepøátelé tøesou strachy!\n\n[From.GetTitledFirstName];J'accepte volontiers votre proposition d'aide dans ma guerre. Faisons trembler nos ennemis !\n\n[From.GetTitledFirstName];Ich nehme Euer Angebot, mich in meinem Krieg zu unterstützen, gerne an. Lasst unsere Feinde erzittern!\n\n[From.GetTitledFirstName];;Con gusto acepto tu oferta de ayuda en la guerra. ¡Que tiemblen nuestros enemigos! \n\n[From.GetTitledFirstName] ;;;;;;;;;x
EVTDESC294;Váím si tvé nabídky, ale nepotøebuji, abys zasahoval do mé války.\n\n[From.GetTitledFirstName];Je vous remercie de votre offre, mais je n'ai pas besoin de votre aide dans ma guerre.\n\n[From.GetTitledFirstName];Ich danke Euch für Euer Angebot, doch ich benötige Eure Einmischung in meinen Krieg nicht.\n\n[From.GetTitledFirstName];;Agradezco tu ofrecimiento, pero no necesito tu intromisión en mi guerra.\n\n[From.GetTitledFirstName] ;;;;;;;;;x
CALL_ALLY_INTERACTION_TITLE;Volání do zbranì;Appel aux armes;Ruf zu den Waffen;;Llamada a las armas;;;;;;;;;x
CALL_ALLY_INTERACTION_DESC;Poaduje, aby se §Y[Recipient.GetBestName]§! k nám pøipojil v naší váleèné snaze.;Demander que [Recipient.Get_only_le_Title]§Y[Recipient.GetBestName]§! nous rejoigne dans nos efforts de guerre actuels.;Bittet darum, dass sich §Y[Recipient.GetBestName]§! unseren aktuellen Kriegsbemühungen anschließt.;;Solicita que §Y[Recipient.GetBestName]§! se una a nosotros en la guerra.;;;;;;;;;x
CALL_ALLY_INTERACTION_LONG_DESC;Do války jdou pøizvat jen osoby stejné dynastie, nebo ty mezi nimi je pevné manelské pouto.;Les personnages ne peuvent être appelés dans une guerre que s'ils sont de la même dynastie ou qu'ils ont un lien par mariage.;Charaktere können nur zum Beitritt in Kriege aufgerufen werden, wenn sie derselben Dynastie angehören oder enge familiäre Verbindungen bestehen.;;Los personajes pueden llamarse a las guerras si son de la misma dinastía o hay lazos cercanos por parte del cónyuge.;;;;;;;;;x
CALL_ALLY_INTERACTION_0;Poaduje, aby se §Y[Recipient.GetBestName]§! pøipojil k válce §Y$WAR$§!.;Demander que [Recipient.Get_only_le_Title]§Y[Recipient.GetBestName]§! nous rejoigne dans la §Y$WAR$§!.;Erbittet, dass sich §Y[Recipient.GetBestName]§! uns im Krieg §Y$WAR$§! anschließt.;;Solicita que §Y[Recipient.GetBestName]§! se una a nosotros en §Y$WAR$§!.;;;;;;;;;x
CALL_ALLY_INTERACTION_ACCEPT_SETUP;Volání do zbranì vyslyšeno;Appel aux armes accepté;Ruf zu den Waffen angenommen;;Llamada a las armas aceptada;;;;;;;;;x
CALL_ALLY_INTERACTION_ACCEPT_LOG;§Y[Recipient.GetBestName]§W vyslyšel, e §Y[Actor.GetBestName]§W volá do zbranì a pøipojil se ke §Y$ACTOR_WARS$§!;[Recipient.Get_only_Le_Title]§Y[Recipient.GetBestName]§! a accepté l'appel aux armes [Actor.Get_only_du_Title]§Y[Actor.GetBestName]§! pour §Y$ACTOR_WARS$§!;§Y[Recipient.GetBestName]§W hat §Y[Actor.GetBestName]s§W Ruf zu den Waffen zu $ACTOR_WARS$ angenommen.;;§Y[Recipient.GetBestName]§W ha aceptado la llamada a la armas de §Y[Actor.GetBestName]'s§W para Y$ACTOR_WARS$§!;;;;;;;;;x
CALL_ALLY_INTERACTION_DECLINE_SETUP;Volání do zbranì odmítnuto;Appel aux armes refusé;Ruf zu den Waffen abgelehnt;;Llamada a las armas rechazada;;;;;;;;;x
CALL_ALLY_INTERACTION_DECLINE_LOG;§Y[Recipient.GetBestName]§W odmítl volání do zbranì od §Y[Actor.GetBestName]§W, èím by se pøidal k válce §Y$ACTOR_WARS$§!;[Recipient.Get_only_Le_Title]§Y[Recipient.GetBestName]§! a refusé l'appel aux armes [Actor.Get_only_du_Title]§Y[Actor.GetBestName]§! pour §Y$ACTOR_WARS$§!;§Y[Recipient.GetBestName]§W hat §Y[Actor.GetBestName]s§W Ruf zu den Waffen zu $ACTOR_WARS$ abgelehnt.;;§Y[Recipient.GetBestName]§W ha rechazado la llamada a las armas de §Y[Actor.GetBestName]'s§W para §Y$ACTOR_WARS$§!;;;;;;;;;x
CALL_ALLY_INTERACTION_OFFER;[Actor.GetBestName] chce, abychom se pøipojili ke §Y$ACTOR_WARS$§!;[Actor.Get_only_Le_Title][Actor.GetBestName] veut se joindre à la §Y$ACTOR_WARS$§!;[Actor.GetBestName] möchte, dass wir uns $ACTOR_WARS$ anschließen.;;[Actor.GetBestName] quiere unirse a nosotros en §Y$ACTOR_WARS$§!;;;;;;;;;x
ACTOR_WARS;[GetPossPronoun] války;ses guerres;[GetPossPronoun]en Kriegen;;guerras [GetPossPronoun];;;;;;;;;x
DECLARE_WAR_INTERACTION_3;§R[Recipient.GetTitledFirstName] právì vede vzpouru proti svému lennímu pánu. Pokud tento konflikt skonèí, naše válka skonèí také! Jednotky lenního pána a další vzbouøenci budou nepøátelští k našim vojskùm.§!;§R[Recipient.Get_Le_TitledFirstName] est en révolte contre son seigneur lige. Si ce conflit se termine, notre guerre prendrait fin. Les forces du seigneur lige et des autres rebelles nous seraient hostiles.§!;§R[Recipient.GetTitledFirstName] rebelliert gegen [Recipient.GetPossPronoun]en Lehnsherren. Endet dieser Konflikt, endet auch unser Krieg! Die Truppen des Lehnsherren und aller Aufständischen werden uns feindlich gesinnt sein.§!;;§R[Recipient.GetTitledFirstName] está en plena rebelión contra el señor [Recipient.GetPossPronoun]. Si el conflicto termina, ¡nuestra guerra va a terminar también! Las fuerzas del señor y los rebeldes serán hostiles a nuestros ejércitos. §! ;;;;;;;;;x
DECLARE_WAR_INTERACTION_4;§RBlízké [Recipient.Religion.GetName] vladaøe mùe [Recipient.GetTitledName] poádat, aby bránili jejich víru.§!;§RLes voisins [Recipient.GetReligionMascPl] pourraient rejoindre [Recipient.Get_le_TitledName] pour défendre leur foi.§!;§RBenachbarte Herrscher der gleichen Religion könnten sich [Recipient.GetTitledFirstName] anschließen.§!;;§RGobernadores [Recipient.Religion.GetName] cercanos podrían pedir que se unan a [Recipient.GetTitledName] en defensa de su fe.§!;;;;;;;;;x
plot_gain_vassal_title_title;Odnìtí [This.GetFullName];Révoquer [This.GetFullBaseName];Entzieht den Titel [This.GetFullBaseName];;Revocar la [This.GetFullBaseName];;;;;;;;;x
plot_gain_vassal_title_desc;[From.GetBestName] povede spiknutí proti [This.GetFullName], smìrující k odnìtí titulu.;[From.Get_only_Le_Title][From.GetBestName] complote pour révoquer le titre de [This.GetFullBaseName].;[From.GetBestName] plant eine Verschwörung, um den Titel [This.GetFullBaseName] zu entziehen.;;[From.GetBestName] está conspirando para revocar el título de [This.GetFullBaseName].;;;;;;;;;x
plot_gain_vassal_title_decision;[Root.GetPlot];[Root.GetPlot];[Root.GetPlot];;[Root.GetPlot];;;;;;;;;x
plot_gain_vassal_title_decision_desc;Rozjede celé spiknutí, tím e zašle ultimátum ke [Root.PlotTarget.GetTitledName].;Lancer l'exécution du complot en envoyant un ultimatum [Root.PlotTarget.Get_au_TitledName].;Setzt die Verschwörung durch Senden eines Ultimatums an [Root.PlotTarget.GetTitledName] in Bewegung.;;Pon en marcha el complot enviando un ultimátum a [Root.PlotTarget.GetTitledName].;;;;;;;;;x
EVTTOOLTIP8030;[Root.PlotTarget.GetTitledName] obdrí psaní.;[Root.PlotTarget.Get_Le_TitledName] reçoit une lettre.;[Root.PlotTarget.GetTitledName] erhält einen Brief.;;[Root.PlotTarget.GetTitledName] recibe una carta.;;;;;;;;;x
EVTDESC8030;Rozhodl jsem se ke [From.GetPlot]. Vazalové v øíši prostudovali právní dokumenty pøedloené v tomto pøípadì a vìtšina z nich shledala mùj poadavek za oprávnìnı. Buïto ustoupíš poklidnì a v míru, nebo si budu nucen vzít co mi náleí vojenskou silou.\n\nPodepsán,\n[From.GetTitledName];J'ai décidé de [From.GetPlot]. Les vassaux du Royaume ont étudié les documents juridiques présentés dans cette affaire et la majorité d'entre eux ont jugé ma demande justifiée. Abandonnez pacifiquement votre titre, ou je vais être obligé de reprendre ce qui m'appartient par des moyens militaires.\n\nSigné,\n[From.GetTitledName];Ich habe mich zu [From.GetPlot] entschlossen. Die Vasallen im Reich haben die juristischen Dokumente, die in diesem Fall vorgelegt wurden, überprüft und die Mehrheit dieser zeigen, dass mein Begehr gerechtfertigt ist. Entweder dankt Ihr friedlich ab oder ich bin dazu gezwungen, mir mithilfe von militärischen Mitteln das zu nehmen, was mir zusteht.\n\nGezeichnet,\n[From.GetTitledName];;He decidido [From.GetPlot]. Los vasallos del reino han estudiado los documentos legales presentados en este caso y la mayoría de ellos han juzgado que mi demanda es justificada. O bien se rinde en una actitud pacífica o me veré obligado a tomar lo que es mío por medios militares. \n\nFirmado,\n[From.GetTitledName] ;;;;;;;;;x
EVTDESC8068;Ne riskovat obèanskou válku, která by roztrhala øíši na kusy, radìji jsem se rozhodl podrobit se Tvému poadavku a pøedat svùj titul Tobì. Tento zrádnı èin vydírání však nebude zapomenut...\n\nPodepsán,\n[From.GetTitledName];Plutôt que de risquer une guerre civile qui va déchirer le Royaume, j'ai décidé de céder à votre demande et de vous remettre mon titre. Mais cet acte déloyal de chantage ne sera jamais oublié...\n\nSigné,\n[From.GetTitledName];Ich habe beschlossen, mich lieber Eurer Forderung zu beugen und Euch meinen Titel zu übergeben, als einen Bürgerkrieg zu riskieren, der das Reich auseinanderreißen würde. Diese heimtückische Erpressung werde ich allerdings niemals vergessen...\n\nGezeichnet,\n[From.GetTitledName];;En vez de correr el riesgo de que una guerra civil destroce el reino, he decidido ceder ante tu demanda y entregarte mi título. Pero este traidor acto de chantaje no será olvidado...\n\nFirmado,\n[From.GetTitledName];;;;;;;;;x
EVTOPTA8068;Skvìle!;Excellent !;Hervorragend!;;¡Excelente!;;;;;;;;;x
EVTDESC8096;Ne aby nechal obèanskou válkou roztrhat øíši na kusy, [FromFrom.PlotTarget.GetTitledName] souhlasil, ustoupil a nechal mì [FromFrom.GetPlot]. Tvá cenná podpora v tomto konfliktu nebude zapomenuta.\n\nSrdeènì,\n[FromFrom.GetTitledName];Plutôt que de laisser la guerre civile déchirer le Royaume, [FromFrom.PlotTarget.Get_le_TitledName] a accepté de se retirer et de me laisser [FromFrom.GetPlot]. Votre précieux soutien dans ce conflit ne sera jamais oublié.\n\nCordialement,\n[FromFrom.GetTitledName];Damit das Reich nicht von einem Bürgerkrieg zerrissen wird, hat [FromFrom.PlotTarget.GetTitledName] seinem Rücktritt zugestimmt und lässt mich [FromFrom.GetPlot]. Eure wertvolle Unterstützung in diesem Konflikt wird nicht in Vergessenheit geraten.\n\nGezeichnet,\n[FromFrom.GetTitledName];;En vez de dejar que la guerra civil destroce el reino, [FromFrom.PlotTarget.GetTitledName] ha aceptado retirarse y dejarme [FromFrom.GetPlot]. Tu valioso apoyo en este conflicto no será olvidado.\n\nAtentamente,\n[FromFrom.GetTitledName];;;;;;;;;x
EVTOPTA8096;Dobrá;Excellent !;Gut;;Bien;;;;;;;;;x
EVTDESC8118;Tvùj hanebnı pokus o vydírání neuspìl. Nezáleí na tom, kolik zvrácenıch duší jsi nalákal k tomu, aby ti pomohly vykonat tvùj zámìr, já se nevzdám bez boje. Co je právem moje, zùstane moje!\n\nPodepsán,\n[From.GetTitledName];Votre honteuse tentative de chantage n'a pas réussi. Peu importe le nombre de corrompus que vous avez soudoyés pour soutenir votre projet, mais je ne rendrais pas sans me battre. Ce qui m'appartient légitimement restera toujours mien !\n\nSigné,\n[From.GetTitledName];Euer niederträchtiger Erpressungsversuch ist fehlgeschlagen. Egal wie viele korrupte Seelen Ihr angeworben habt, um Euren Plan in die Tat umzusetzen - ich werde nicht aufgeben, ohne zu kämpfen. Was rechtmäßig mir gehört, ist Mein!\n\nGezeichnet,\n[From.GetTitledName];;Tu vergonzoso intento de chantaje no ha tenido éxito. No importa cuántas almas corruptas hayan sido tentadas a ayudar a llevar a cabo tu plan, no voy a ceder sin luchar. Lo que es legítimamente mío, ¡es mío! \n\nFirmado,\n[From.GetTitledName] ;;;;;;;;;x
EVTOPTA8118;Pak tedy bude válka!;Alors c'est la guerre !;Das bedeutet Krieg!;;¡Entonces es la guerra!;;;;;;;;;x
CRUSADE_DESC_IRO;Jeho Svatost pape §Y$POPE$§! vyhlásil $CRUSADE$ za získání všech území náleejících k §Y$TITLE$§!, které jsou v drení §Y$ENEMY$§!.;Sa Sainteté le §Y$POPE$§! a lancé une $CRUSADE$ pour reconquérir toutes les terres du §Y$TITLE$§! détenues par §Y$ENEMY$§!.;Seine Heiligkeit, §Y$POPE$§! hat einen $CRUSADE$ ausgerufen, um alle Besitztümer des Titels §Y$TITLE$§!, die §Y$ENEMY$§! innehat, zurückzufordern.;;Su santidad, §Y$POPE$§! ha declarado una $CRUSADE$ para reclamar todas las partes del §Y$TITLE$§! en poder de §Y$ENEMY$§!.;;;;;;;;;x
CRUSADE_DESC_DRO_1;Jeliko je ji koruna §Y$TITLE$§! v drení dobrého vyznavaèe [Religion.GetName] - vladaøe §Y[GetTitledFirstName]§! - všechny zisky budou pøenechány jemu.;Puisque la Couronne de §Y$TITLE$§! est déjà détenue par un[Get_E] fidèle [GetReligionMascFem] - §Y[GetTitledFirstName]§! -, toutes les conquêtes lui seront remises.;Da die Krone von §Y$TITLE$§! bereits von einem guten [Religion.GetName]en Herrscher gehalten wird - §Y[GetTitledFirstName]§! - werden alle Erträge an [GetObjectPronoun] weitergereicht.;;Como la Corona de §Y$TITLE$§! ya está en manos de un buen gobernante [Religion.GetName]  - §Y[GetTitledFirstName]§! - Todas las ganancias serán entregadas a [GetObjectPronoun]. ;;;;;;;;;x
CRUSADE_DESC_DRO_2;Jeliko koruna §Y$TITLE$§! není v drení vladaøe vyznávajícího $RELIGION$, všechny zisky budou pøenechány vladaøi, kterı mìl na $CRUSADE$ nejvìtší zásluhy, co je právì §Y$RULER$§!.;Puisque la Couronne de §Y$TITLE$§! n'est pas détenue par un seigneur de religion $RELIGION$, toutes les conquêtes seront remises au seigneur qui participera le plus activement à la $CRUSADE$, à savoir pour l'instant §Y$RULER$§!.;Da die Krone von §Y$TITLE$§! nicht von einem $RELIGION$en Herrscher gehalten wird, werden alle Erträge an den Herrscher übergeben, der sich am meisten an dem $CRUSADE$ beteiligt hat. Hierbei handelt es sich derzeit um §Y$RULER$§!.;;Como la Corona de §Y$TITLE$§! no está en manos de un gobernante $RELIGION$, todas las ganancias serán entregadas al gobernante que aporta más a la $CRUSADE$, que es en la actualidad §Y$RULER$§!;;;;;;;;;x
PARTICIPATION_SCORE;Zásluhy na $CRUSADE$;Contribution à la $CRUSADE$;Beteiligung am $CRUSADE$;;Contribución para la $CRUSADE$ ;;;;;;;;;x
CLICK_TO_OPEN_WAR_VIEW;§GKliknutí otevøe pøehled válek§!;§GCliquez pour ouvrir la vue des guerres §!;§GKlicken, um die Kriegsübersicht zu öffnen§!;;§GHaz clic para la vista de guerra §!;;;;;;;;;x
