#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
THREAT_REASON_HATRED;Nízké mínìní;Mauvaise opinion;Geringe Meinung;;Mala Opinión;;;;;;;;;x
THREAT_REASON_LOVE;Vysoké mínìní;Haute opinion;Hohe Meinung;;Buena Opinión;;;;;;;;;x
THREAT_REASON_CB;Casus Belli;Casus Belli;Kriegsgrund;;Casus Belli;;;;;;;;;x
THREAT_REASON_PRETENDER;Pretendent;Prétendant;Anwärter;;Pretendiente;;;;;;;;;x
THREAT_REASON_CLAIMANT;Nárokovatel;Solliciteur;Anspruchsteller;;Aspirante;;;;;;;;;x
THREAT_REASON_DISTANCE;Vzdálenost;Distance;Entfernung;;Distancia;;;;;;;;;x
THREAT_LIEGE_CULTURE;Stejná kultura;Même culture;Gleiche Kultur;;Misma Cultura;;;;;;;;;x
THREAT_LIEGE_RELIGION;Stejné náboženství;Même religion;Gleiche Religion;;Misma Religión;;;;;;;;;x
THREAT_LIEGE_DEJURELIEGE;Právoplatný vládce;Seigneur lige de jure;De-jure-Lehnsherr;;Señor de Iure;;;;;;;;;x
INGAME_STORE;Herní obchod;Boutique en jeu;Ingame Store;;Tienda del Juego;;;;;;;;;x
tut_3c_6;Vícevrstevné zákony;Lois multiples;Vielschichtige Gesetze;;Leyes multiples;;;;;;;;;x
tut_3c_7;Když si otevøeš obrazovku zákonù, uvidíš bretaòské hrabìcí zákony. Bretaò je ale právoplatná (de jure) èást Francie, takže francouzské korunní právo tì také postihne. Abys zjistil jak, musíš kliknout na štít nahoøe napravo.;En ouvrant le menu des lois, vous voyez les lois ducales de Bretagne. La Bretagne fait légalement partie de la France, et les lois françaises vous concerneront également. Pour voir comment, cliquez sur le bouclier en haut à droite de votre écran.;Nach Öffnen der Ansicht ‚Gesetze‘ wird die fürstliche Rechtsprechung der Bretagne dargestellt. Die Bretagne ist juristisch ein Teil Frankreichs, das heißt die Rechtsprechung der französischen Krone ist auch für die Bretagne gültig. Wie sich dies auswirkt, seht Ihr, wenn Ihr auf den Schild in der rechten, oberen Ecke klickt.;;Al abrir la pantalla Leyes, verás las leyes del ducado de Bretaña. No obstante, Bretaña pertenece de facto a Francia, por lo que las leyes de la corona de Francia también te afectarán. Para ver cómo, debes hacer clic en el escudo de la parte superior derecha.;;;;;;;;;x
tut_3c_8;Vícevrstevné zákony II;Lois multiples II;Vielschichtige Gesetze II;;Leyes multiples II;;;;;;;;;x
tut_3c_9;Ve Francii platí zákony, které by mohly postihnout Bretaò. V horní èásti vidíš nástupnické právo, které užívá Francie, v dolní polovinì poté korunní zákony. K ukonèení této èásti klikni na 'další'.;Certaines lois en vigueur en France peuvent avoir un impact en Bretagne. En haut de la fenêtre, vous trouverez les lois de succession françaises, et en bas les lois de couronnement. Cliquez sur Suivant pour terminer cette section.;Einige der Gesetze Frankreichs haben auch Auswirkungen auf die Bretagne. Im oberen Teil seht Ihr, welche Form der Erbfolge in Frankreich gültig ist, im unteren Teil werden außerdem Erlasse der Krone angezeigt. Zum Fortsetzen bitte auf ‚Weiter‘ klicken.;;Las leyes de Francia podrían afectar a Bretaña. Puedes ver las leyes que rigen en Francia en la parte superior y también las leyes de la corona en la parte inferior. Haz clic en Siguiente para finalizar esta parte.;;;;;;;;;x
REINFORCE_TOOLTIP;V pøíštím mìsíci bude rekrutováno $NUM$ nových vojákù;Le mois prochain, le nombre de soldats recrutés sera de $NUM$;Nächsten Monat werden $NUM$ neue Soldaten rekrutiert;;El Próximo mes, $NUM$ nuevos soldados habrán sidos reclutados;;;;;;;;;x
TECH_GROWTH_PROG_SETUP;Pokrok rozvoje v panství;Progrès de l'avancée dans le domaine;Fortschritt im Herrschaftsgebiet;;Progreso en el desarrollo de la Heredad;;;;;;;;;x
TECH_GROWTH_PROG_LOG;Pokrok $TECH$ vývoje v $PROV$ se zvýšil na §Y$PROG$§!;Avancée de la technologie $TECH$ en $PROV$ augmentée de §Y$PROG$§!;$TECH$-Fortschritt in $PROV$ erhöht auf §Y$PROG$§!.;;El progreso de $TECH$ desarrollado en $PROV$ aumenta a §Y$PROG$§!;;;;;;;;;x
TECH_GROWTH_REALM_SETUP;Pokrok v království;Avancée technologique dans le pays;Fortschritt im Reich;;Progreso en el Reino;;;;;;;;;x
TECH_GROWTH_REALM_LOG;Místní znalost $TECH$ v $PROV$ se zvýšila na úroveò §Y$LEVEL$§!;L'expertise locale en matière de $TECH$ a atteint le niveau §Y$LEVEL$§! en $PROV$;Lokaler Wissensstand von $TECH$ in $PROV$ erhöht auf Stufe §Y$LEVEL$§!.;;El conocimiento local de $TECH$ en $PROV$ ha aumentado a nivel §Y$LEVEL$§!;;;;;;;;;x
TECH_GROWTH_PROG_REALM_SETUP;Pokrok rozvoje v království;Avancée technologique dans le pays;Fortschritt im Reich;;Progreso en el desarrollo del Reino;;;;;;;;;x
TECH_GROWTH_PROG_REALM_LOG;Místní pokrok $TECH$ rozvoje v $PROV$ se zvýšil na §Y$PROG$§!;L'expertise locale en matière de $TECH$ a progressé de §Y$PROG$§! en $PROV$;Lokaler Fortschritt von $TECH$ in $PROV$ erhöht auf §Y$PROG$§!.;;El progreso local de $TECH$ investigado en $PROV$ aumenta a §Y$PROG$§!;;;;;;;;;x
LOADING_TIP_0;Panství je soubor držav (tedy hradù, mìst a chrámù), které má v držení jedna osoba.;Un 'domaine' est l'ensemble des châteaux, cités et temples possédés par une personne.;Eine Domäne ist die Ansammlung von Burgen, Städten und Tempeln, die einer Person gehören.;;Una «heredad» es un conjunto de Castillos, Villas y Templos pertenecientes a una persona.;;;;;;;;;x
LOADING_TIP_49;Dávej si pozor na pøednosti i slabiny tvé manželky;Vérifiez bien les traits de votre femme;Wähle die Eigenschaften der zukünftigen Gattin weise aus.;;Comprueba cuidadosamente los rasgos de tu esposa;;;;;;;;;x
EVTDESC3340;Málem jsem spolkl vlastní jazyk, když mi jeden z dvoøanù vyjádøil své uznán. Myslel však, že jím opovrhuji, a tak a odešel rozrušený.;J'ai presque avalé ma langue lorsqu'un courtisan sympathisant est venu me présenter ses respects. Il a cru qu'il m'importunait et s'en est allé perplexe.;Ich habe kein Wort herausgebracht, als ein freundlicher Höfling mir seine Hochachtung aussprach. Er dachte, dass ich ihn verachte, und hat den Hof verstört verlassen.;;Casi me trago la lengua cuando un amigo cortesano me mostró sus respetos. Pensó que estaba descontento con él y se marchó perplejo.;;;;;;;;;x
EVTOPTA3340;Myslím, že jsem ztratil jeho respekt…;Je pense avoir perdu son estime...;Ich glaube, ich habe seinen Respekt verloren ...;;Pienso que he perdido su respeto...;;;;;;;;;x
alert_dejure_claim_instant;§YMùžeš prosadit zákonné vévodské nároky!§!;§YVous pouvez appuyer des revendications ducales de jure§!;§YDe-jure-Herzogsansprüche können durchgesetzt werden§!;;§YPuedes reclamar reivindicaciones por ducado de iure§!;;;;;;;;;x
alert_dejure_claim_delayed;Následující zákonné vévodské nároky mohou být potlaèeny: $LIST$;Les revendications ducales de jure suivantes peuvent être appuyées : $LIST$;Die folgenden De-jure-Herzogsansprüche können durchgesetzt werden: $LIST$;;Las siguientes reivindicaciones por ducado de iure pueden ser reclamadas: $LIST$;;;;;;;;;x
PRESSABLE_CLAIM;$COUNTY$, pro $CLAIMANT$;$COUNTY$, pour $CLAIMANT$;$COUNTY$, für $CLAIMANT$;;$COUNTY$, por $CLAIMANT$;;;;;;;;;x
OPT_draw_trees;Zobrazit stromy;Rendu des arbres;Bäume rendern;;Dibujar árboles;;;;;;;;;x
OPT_draw_rivers;Zobrazit øeky;Rendu des fleuves;Flüsse rendern;;Dibujar ríos;;;;;;;;;x
OPT_draw_citysprawl;Zobrazit rùst mìst;Rendu de l'extension urbaine ;Stadtausbreitung rendern;;Dibujar ciudades;;;;;;;;;x
tut_4c_11;Úèinky manželství;Conséquences des mariages;Heiratsauswirkungen;;Efectos del Matrimonio;;;;;;;;;x
OPT_legacy_shaders;Mód grafiky 'zastaralý';Mode graphique hérité;Legacy-Grafikmodus;;Modo de gráficos legado;;;;;;;;;x
