#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC61212;[Root.Regent.GetFirstName] protne dýkou vzduch a mine tì jen o vlásek. V panice uskakuješ. Stráže vtrhnou dovnitø, popadnou regenta a odvádìjí ho pryè. Doléhá k tobì jeho køik: 'Proè nechceš chcípnout?!'.;[Root.Regent.GetFirstName] fend l'air devant [Root.Regent.GetLuiElle] avec sa dague vous ratant d'un cheveux alors que vous esquivez, paniqué[Root.Get_E]. Les gardes se ruent dans la salle et trainent hors de votre vue votre régent[Root.Regent.Get_E] alors qu'[Root.Regent.GetIlElle] hurle : « Pourquoi ne voulez-vous pas mourir ?! »;[Root.Regent.GetFirstName] wirbelt [Root.Regent.GetHerHis]en Dolch wild durch die Gegend und verfehlt Euch um Haaresbreite, während Ihr panisch versucht zu entwischen. Die Wachen stürmen herein und zerren Euren Wieso wollt Ihr nicht einfach sterben?! schreienden Regenten davon.;;"[Root.Regent.GetFirstName] acuchilla violentamente al aire con su daga, fallando a darte por los pelos de un calvo mientras huyes presa del pánico. Los guardias entran corriendo y le reducen mientras grita ""¡¿Por qué no te mueres?!""";;;;;;;;;x
EVTTOOLTIP61213;Hoïte ho do té nejtemnìjší cely.;Jeté dans une cellule sombre.;In eine dunkle Zelle geworfen worden.;;Encerrádlo en la mazmorra más oscura.;;;;;;;;;x
YEARLY_INCOME_LESS_THAN;Roèní pøíjem menší než;Revenus annuels inférieurs à;Jahreseinkommen unter ;;Ingresos anual inferiores a ;;;;;;;;;x
YEARLY_INCOME_GREATER_THAN;Roèní pøíjem vìtší než;Revenus annuels supérieurs à;Jahreseinkommen über ;;Ingresos anual superiores a ;;;;;;;;;x
DE_JURE_LIEGE_CHANGED_NONE_SETUP;Zemský titul mìní de jure pána;Le titre foncier change de seigneur de jure;Landtitel verändert De-jure-Lehnsherren;;El título nobiliario cambia señor de facto;;;;;;;;;x
DE_JURE_LIEGE_CHANGED_NONE_LOG;Po §Y$YEARS$§! letech pod nadvládou §Y$NEW_LIEGE$§! je nyní §Y$TITLE$§! považován za souèást øíše.;Après §Y$YEARS$§! années passées sous le joug de §Y$NEW_LIEGE$§!, le §Y$TITLE$§! est désormais considéré comme faisant partie de celui-ci.;Nach §Y$YEARS$§! Jahren Zugehörigkeit zum §Y$NEW_LIEGE$§! wird der Titel §Y$TITLE$§! nun als legitimer Teil davon angesehen.;;Después de §Y$YEARS$§! años bajo la §Y$NEW_LIEGE$§!, el §Y$TITLE$§! ahora se considera parte de ella.;;;;;;;;;x
TITLE_CANNOT_USURP_REL_HEADS;Nelze se zmocnit titulù náboženských pøedstavených;Impossible d'usurper les titres de chefs religieux;Religiöse Oberhaupt-Titel sind nicht übernehmbar;;No se puede usurpar los principales títulos religiosos;;;;;;;;;x
INTERACTION_REQUIRES_NOT_IN_REVOLT;[Actor.GetBestName] není ve vzpouøe;[Actor.Get_Le_TitledFirstNameJ] n'est pas en révolte;§Y[Actor.GetTitledFirstName]§! revoltiert nicht;;§Y[Actor.GetTitledFirstName]§! no está en la revuelta;;;;;;;;;x
INTERACTION_REQUIRES_TP_IS_NOT_LIEGE;[Actor.GetBestName] není vazalem [ThirdPartyCharacter.GetBestName];[Actor.Get_Le_TitledFirstNameJ] n'est pas un vassal [ThirdPartyCharacter.Get_du_TitledFirstNameJ];§Y[Actor.GetTitledFirstName]§! ist nicht ein Vasall von §Y[ThirdPartyCharacter.GetTitledFirstName]§!;;§Y[Actor.GetTitledFirstName]§! no es un vasallo de §Y[ThirdPartyCharacter.GetTitledFirstName]§!;;;;;;;;;x
BROKEN_SAVEGAME;§RPOŠKOZENÁ ULOŽENÁ HRA§!;§RSAUVEGARDE CORROMPUE§!;§RDEFEKTER SPIELSTAND§!;;§RPARTIDA GUARDADA ROTO§!;;;;;;;;;x
