#CODE;ENGLISH;FRENCH;;GERMAN;SPANISH;;;;;;;;;x
deceitful_diplomacy;Jevící se diplomatickı;Soi-disant diplomatique;;Diplomatisch erscheinend;Aspecto Diplomático;;;;;;;;;x
deceitful_learning;Pøedstírající vìdomosti;Apprentissage fourbe;;Das Lernen vortäuschend;Fingir Aprendizaje;;;;;;;;;x
EVTDESC3260;Nejsem nejvìtší bojovník mezi panovníky a nìkdy to dokonce vypadá, e jsem zcela neschopnı, pokud jde o rytíøské dovednosti. Naštìstí pro mì - vím jak manipulovat s lidmi...;Je ne suis pas le plus brave des souverains, parfois même je semble être incapable de me conduire en chevalier. Heureusement, je sais comment manipuler les gens...;;Ich bin nicht der kriegerischste aller Herrscher und manchmal scheint es so, als wäre ich geradezu unfähig, wenn es darum geht, mich wie ein Ritter zu benehmen. Zum Glück verstehe ich es, Menschen zu manipulieren ...;No soy el más marcial de los gobernantes y a veces parezco incluso incompetente a la hora de comportarme como un caballero. Por suerte, se como manipular a la gente...;;;;;;;;;x
EVTOPTA3260;Tlachání, tlachání a tlachání...;Parler pour parler et parler pour parler...;;Lasst Euren Worten noch mehr Worte folgen ...;Marear la perdiz...;;;;;;;;;x
EVTOPTB3260;Nechme [Root.job_marshal.GetTitledFirstName] a se do toho namoèí.;Laisser [Root.job_marshal.Get_le_TitledFirstName] endosser la responsabilité.;;Lasst [Root.job_marshal.GetTitledFirstName] die Schuld zukommen.;Dejar que [Root.job_marshal.GetTitledFirstName] cargue con la culpa.;;;;;;;;;x
EVTDESC3261;Dennodenní chod øíše obstarat nedokáu, na to mám jiné. Ale manipuluji jimi tak, aby si mysleli, e má práce je mnohem tìší.;Je ne peux plus gérer les affaires quotidiennes de mon domaine. Je compte sur les autres, mais je les manipule également pour qu'ils pensent que c'est moi qui accomplis les tâches les plus difficiles.;;Ich schaffe es einfach nicht, die täglichen Geschäfte meiner Domäne zu bewältigen. Ich verlasse mich auf andere, manipuliere sie aber, so dass sie glauben, ich würde die schwierigeren Dinge erledigen.;No puedo seguir encargándome de los asuntos diarios de mis dominios. Delego en otros, pero les hago creer que yo me encargo de la parte más difícil.;;;;;;;;;x
EVTOPTA3261;Tlachání, tlachání a tlachání...;Parler pour ne rien dire, mais parler...;;Lasst Euren Worten noch mehr Worte folgen ...;Marear la perdiz...;;;;;;;;;x
EVTOPTB3261;Nechme [Root.job_treasurer.GetTitledFirstName] udìlat tìkou práci.;Laisser [Root.job_treasurer.Get_le_TitledFirstName] s'occuper des tâches difficiles.;;Lasst [Root.job_treasurer.GetTitledFirstName] die harte Arbeit erledigen.;Dejar que [Root.job_treasurer.GetTitledFirstName] haga el trabajo duro.;;;;;;;;;x
EVTDESC3262;Nìkdy i mì opustí diplomatická obratnost a dostanu se tak do ošemetné situace. Nicménì, zatím se mi vdy podaøilo shodit vinu na nìkoho jiného.;Parfois, les subtilités de la diplomatie m'échappent et me mettent dans de fâcheuses situations. Par contre, en manipulant minutieusement ma Cour, j'ai réussi à persuader les courtisans d'endosser la responsabilité à ma place lorsque les choses se corsent.;;Manchmal fehlt es mir an Feingefühl für die Diplomatie, was mich in unbeholfene Situationen bringt. Wie auch immer, durch sorgfältige Manipulation meines Hofstaats konnte ich es bewerkstelligen, dass meine Höflinge stets die Schuldigen sind, wenn die Dinge schlecht stehen.;A veces las sutilezas de la diplomacia me superan y me encuentro en situaciones incómodas. Sin embargo, gracias a mi cuidadosa manipulación de la corte, consigo que mis cortesanos carguen con la culpa cuando las cosas salen mal.;;;;;;;;;x
EVTOPTA3262;Oni pøeci slouí mnì...;Ils me servent après tout...;;Sie dienen mir am Ende doch ...;Al fin y al cabo me sirven…;;;;;;;;;x
EVTOPTB3262;Nechme [Root.job_chancellor.GetTitledFirstName], aby si vyral následky.;Laisser [Root.job_chancellor.Get_le_TitledFirstName] endosser la responsabilité.;;Lasst [Root.job_chancellor.GetTitledFirstName] die Schuld zukommen.;Dejar que [Root.job_chancellor.GetTitledFirstName] cargue con la culpa.;;;;;;;;;x
EVTDESC3263;Nejsem zrovna seètìlı a kdybych obèas nepronesl vhodnı komentáø v disputacích u dávno by se to o mì vìdìlo.;Je ne suis pas une personne livresque, et si ce n'était quelques interventions prudentes dans certaines discussions, ce serait maintenant évident aux yeux de ma Cour.;;Ich bin keine sonderlich gelehrte Person und wenn es nicht nur ein paar vorsichtige Bemerkungen in einigen, wenigen Diskussionen wären, hätte sich dies meinem Hofstaate längst offenbart.;No soy una persona ilustrada y, si no fuera por algunos comentarios cuidadosos en ciertas conversaciones, sería obvio para mi corte.;;;;;;;;;x
EVTOPTA3263;Tlachání, tlachání a tlachání...;Parler pour ne rien dire, mais parler...;;Lasst Euren Worten noch mehr Worte folgen ...;Marear la perdiz...;;;;;;;;;x
EVTOPTB3263;[Root.job_spiritual.GetTitledFirstName] tím není zrovna nadšenı.;Cela ne plaît pas [Root.job_spiritual.Get_au_TitledFirstName].;;[Root.job_spiritual.GetTitledFirstName] ist nicht glücklich damit. ;[Root.job_spiritual.GetTitledFirstName] no está contento con ello.;;;;;;;;;x
EVTDESC73200;Øíká se, e [Root.Liege.GetTitledFirstName] zamìstnává [Root.job_marshal.GetTitledFirstName] jako svého maršála. Ale já jsem mnohem zdatnìjší a urèitì bych byl lepším maršálem. ;C'est triste que [Root.Liege.Get_le_TitledFirstName] recrute [Root.job_marshal.Get_le_TitledFirstName] en tant que maréchal. Je suis plus compétent[Root.Get_E] et ferais un bien meilleur maréchal !;;Es ist traurig, dass [Root.Liege.GetTitledFirstName] [Root.job_marshal.GetTitledFirstName] als [Root.Liege.GetHerHis]en Marschall einstellt. Ich verfüge über mehr Kompetenz und wäre ein besserer Marschall!;Es una lástima que [Root.Liege.GetTitledFirstName] contrate a [Root.job_marshal.GetTitledFirstName] como Mariscal. ¡Yo soy más competente y sería mejor Mariscal!;;;;;;;;;x
EVTOPTA73200;Poádám svého pána!;Je déposerai une requête auprès de m[Root.Liege.GetOnA] [Root.Liege.GetLordLady] lige !;;Ich werde meinen Lehnsherren darum ersuchen!;¡Lo solicitaré a mi señor!;;;;;;;;;x
EVTTOOLTIP73201;snad moje prosby vyslyší a uèiní moudré rozhodnutí;écoutera notre requête. Espérons une sage décision.;;wird unser Gesuch anhören und hoffentlich eine weise Entscheidung treffen;escuchará nuestra petición y si dios quiere tomará una sabia decisión.;;;;;;;;;x
EVTDESC73201;[From.GetBestName] tvrdí, e by byl lepším maršálem, ne [Root.job_marshal.GetTitledFirstName] a proto si dovoluje poádat, aby mu byl titul maršál [Root.PrimaryTitle.GetFullName] udìlen.;[From.Get_only_Le_Title][From.GetBestName] prétend qu'[From.GetIlElle] ferait un meilleur maréchal que [Root.job_marshal.Get_le_TitledFirstName], et réclame le titre de maréchal [Root.PrimaryTitle.Get_du_RealmFull].;;[From.GetBestName] behauptet, dass [From.GetSheHe] ein besserer Marschall als [Root.job_marshal.GetTitledFirstName] wäre, und ersucht darum, dass [From.GetSheHe] den Titel des Marschalls von [Root.PrimaryTitle.GetFullName] erhalten möge.;[From.GetBestName] afirma que [From.GetSheHe] sería mejor Mariscal que [Root.job_marshal.GetTitledFirstName] y solicita que se le otorgue a [From.GetSheHe] el título de Mariscal de [Root.PrimaryTitle.GetFullName].;;;;;;;;;x
EVTOPTA73201;[From.GetSheHeCap] je novım maršálem;[From.GetIlElleCap] est désormais mon nouveau maréchal.;;[From.GetSheHeCap] ist von nun an mein neuer Marschall!;Ahora [From.GetSheHe] es mi nuevo Mariscal;;;;;;;;;x
EVTOPTB73201;[Root.job_marshal.GetFirstName] ještì dostane šanci!;Donner à [Root.job_marshal.GetFirstName] une chance de faire ses preuves.;;Gebt [Root.job_marshal.GetFirstName] eine Chance, sich zu beweisen.;Dar a [Root.job_marshal.GetFirstName] la posibilidad de probarse [From.GetHerselfHimself];;;;;;;;;x
EVTTOOLTIP73202;dopøeje sluchu mojí ádosti.;entendra parler de notre patience.;;wird von unserer Geduld hören.;sabrá de nuestra paciencia.;;;;;;;;;x
EVTOPTC73201;Já jsem pánem [Root.PrimaryTitle.GetFullName]!;Je règne sur [Root.PrimaryTitle.Get_le_RealmFull] !;;Ich herrsche im [Root.PrimaryTitle.GetFullName]!;¡Yo gobierno en [Root.PrimaryTitle.GetFullName]!;;;;;;;;;x
EVTDESC73202;Náš pán [From.GetBestName] se mnou v pozici maršála [Root.PrimaryTitle.GetFullName] není zcela spokojen a zvauje moje odvolání...;M[From.GetOnA] [From.GetLordLady] lige, [From.Get_only_le_Title][From.GetBestName], n'est pas satisfait[From.Get_E] de mes actions en tant que maréchal [Root.PrimaryTitle.Get_du_RealmFull] et envisage de me remplacer.;;Unser Lehnsherr [From.GetBestName] ist nicht allzu glücklich mit unserer Leistung als Marschall von [Root.PrimaryTitle.GetFullName] und erwägt, uns zu ersetzen ...;Mi señor [From.GetBestName] no está del todo satisfecho con nuestro rendimiento como Mariscal de [Root.PrimaryTitle.GetFullName] y está considerando sustituirnos...;;;;;;;;;x
EVTOPTA73202;Musím prokázat své schopnosti!;Je dois faire mes preuves !;;Ich muss mich beweisen!;¡Debo probar mi valía!;;;;;;;;;x
EVTOPTB73202;Co mám dìlat?;Que puis-je faire ?;;Was kann ich tun?;¿Qué puedo hacer?;;;;;;;;;x
EVTDESC73203;U to trvá pøíliš dlouho! Zaslouím si bıt maršálem[Root.PrimaryTitle.GetFullName] a [Root.Liege.GetTitledFirstName] mì jím musí jmenovat!;Assez d'eau a coulé sous les ponts ! Je mérite de devenir maréchal [Root.PrimaryTitle.Get_du_RealmFull], et [Root.Liege.Get_le_TitledFirstName] me conférera ce titre !;;Es ist genug Zeit vergangen und ich verdiene es, Marschall von [Root.PrimaryTitle.GetFullName] zu werden, und [Root.Liege.GetTitledFirstName] wird mich dazu machen!;Ha transcurrido tiempo suficiente, merezco convertirme en Mariscal de [Root.PrimaryTitle.GetFullName] ¡y [Root.Liege.GetTitledFirstName] lo hará!;;;;;;;;;x
EVTOPTA73203;Jeho odpovìï je netrpìlivì oèekávána.;J'attends sa réponse avec impatience.;;Ich warte sehnlichst auf [Root.Liege.GetHerHis]e Antwort. ;Espero su respuesta con impaciencia.;;;;;;;;;x
EVTTOOLTIP73204;snad moje prosby vyslyší a uèiní moudré rozhodnutí;écoutera notre requête. Espérons une sage décision.;;wird unser Gesuch anhören und hoffentlich eine weise Entscheidung treffen.;escuchará nuestra petición y si dios quiere tomará una sabia decisión.;;;;;;;;;x
EVTOPTA73204;[From.GetSheHeCap] je naším novım maršálem;[From.GetIlElleCap] est désormais mon nouveau maréchal.;;[From.GetSheHeCap] ist von nun an mein neuer Marschall!;[From.GetSheHeCap] es ahora mi nuevo Mariscal;;;;;;;;;x
EVTOPTC73204;Já jsem vládcem [Root.PrimaryTitle.GetFullName]!;Je règne sur [Root.PrimaryTitle.Get_le_RealmFull] !;;Ich herrsche im [Root.PrimaryTitle.GetFullName]!;¡Yo gobierno en [Root.PrimaryTitle.GetFullName]!;;;;;;;;;x
EVTDESC73205;Mùj drahı a vìrnı [This.GetBestName].\n tímto tì jmenuji maršálem [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName];M[This.GetOnA] ch[This.GetErEre] [This.GetBestName], vous êtes digne de confiance.\nJe vous accorde le titre de maréchal [Root.PrimaryTitle.Get_du_RealmFull].\n\n[From.GetBestName];;Mein lieber und vertrauenswürdiger [This.GetBestName].\nIch gewähre Euch hiermit den Titel des Marschalls von [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName];Mi querido y leal [This.GetBestName].\nPor la presente os concedo el título de Mariscal de [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName];;;;;;;;;x
EVTOPTA73205;Zaslouená odmìna...;Je le mérite...;;Ich habe es verdient ...;Es lo que merezco…;;;;;;;;;x
EVTDESC73210;Proslıchá se, e [Root.Liege.GetTitledFirstName] zamìstnává [Root.job_spymaster.GetTitledFirstName] jako [Root.Liege.GetHerHis] svého dvorního špeha. Pøitom já bych byl urèitì mnohem rafinovanìjším špiónem!;C'est triste que [Root.Liege.Get_le_TitledFirstName] recrute [Root.job_spymaster.Get_le_TitledFirstName] en tant que maître-espion. Je suis plus compétent[Root.Get_E] et ferais un bien meilleur maître-espion !;;Es ist traurig, dass [Root.Liege.GetTitledFirstName] [Root.job_spymaster.GetTitledFirstName] als [Root.Liege.GetHerHis]en Hofspitzel einstellt. Ich verfüge über mehr Kompetenz und wäre ein besserer Hofspitzel!;Es una lástima que [Root.Liege.GetTitledFirstName] emplee a [Root.job_spymaster.GetTitledFirstName] como Maestro de Espías. ¡Yo soy más competente y sería mejor Maestro de Espías!;;;;;;;;;x
EVTOPTA73210;Poádám svého pána!;Je déposerai une requête auprès de m[Root.Liege.GetOnA] [Root.Liege.GetLordLady] lige !;;Ich werde meinen Lehnsherren darum ersuchen!;¡Lo solicitaré a mi señor!;;;;;;;;;x
EVTTOOLTIP73211;snad moje prosby vyslyší a uèiní moudré rozhodnutí;écoutera notre requête. Espérons une sage décision.;;wird unser Gesuch anhören und hoffentlich eine weise Entscheidung treffen.;escuchará nuestra petición y si dios quiere tomará una sabia decisión.;;;;;;;;;x
EVTDESC73211;[From.GetBestName] vìøí, e by byl vhodnìjším kandidátem na pozici dvorního špeha, ne [Root.job_spymaster.GetTitledFirstName] a tímto mì uctivì ádá, aby dostal místo dvorního špeha [Root.PrimaryTitle.GetFullName].;[From.Get_only_Le_Title][From.GetBestName] prétend qu'[From.GetIlElle] ferait un meilleur maître-espion que [Root.job_spymaster.Get_le_TitledFirstName], et réclame le titre de maître-espion [Root.PrimaryTitle.Get_du_RealmFull].;;[From.GetBestName] behauptet, dass [From.GetSheHe] ein besserer Hofspitzel als [Root.job_spymaster.GetTitledFirstName] wäre, und ersucht darum, dass [From.GetSheHe] den Titel des Hofspitzels von [Root.PrimaryTitle.GetFullName] zugesprochen bekäme.;[From.GetBestName] afirma que [From.GetSheHe] sería mejor Maestro de Espías que [Root.job_spymaster.GetTitledFirstName] y solicita que se le otorgue a [From.GetSheHe] el título de Maestro de Espías de [Root.PrimaryTitle.GetFullName].;;;;;;;;;x
EVTOPTA73211;Stane se novım dvorním špehem;[From.GetIlElleCap] est désormais mon nouveau maître-espion.;;[From.GetSheHeCap] ist von nun an mein neuer Hofspitzel!;[From.GetSheHeCap] es ahora mi nuevo Maestro de Espías;;;;;;;;;x
EVTOPTB73211; [Root.job_spymaster.GetTitledFirstName] ještì dostane šanci!;Donner [Root.job_spymaster.Get_au_TitledFirstName] une chance de faire ses preuves.;;Gebt [Root.job_spymaster.GetTitledFirstName] eine Chance.;Dar a [Root.job_spymaster.GetTitledFirstName] la posibilidad de probarse [Root.job_spymaster.GetHerselfHimself];;;;;;;;;x
EVTTOOLTIP73212;dopøeje sluchu mojí ádosti.;entendra parler de notre patience.;;wird von unserer Geduld hören.;sabrá de nuestra paciencia.;;;;;;;;;x
EVTOPTC73211;Já jsem pánem [Root.PrimaryTitle.GetFullName]!;Je règne sur [Root.PrimaryTitle.Get_le_RealmFull] !;;Ich herrsche im [Root.PrimaryTitle.GetFullName]!;¡Yo gobierno en [Root.PrimaryTitle.GetFullName]!;;;;;;;;;x
EVTDESC73212;Náš pán [From.GetBestName] se mnou v pozici dvorního špeha [Root.PrimaryTitle.GetFullName] není zcela spokojen a zvauje moje odvolání...;M[From.GetOnA] [From.GetLordLady] lige, [From.Get_only_le_Title][From.GetBestName], n'est pas satisfait[From.Get_E] de mes actions en tant que maître-espion [Root.PrimaryTitle.Get_du_RealmFull] et envisage de me remplacer.;;Unser Lehnsherr [From.GetBestName] ist nicht allzu glücklich mit unserer Leistung als Hofspitzel von [Root.PrimaryTitle.GetFullName] und erwägt unsere Ablösung ...;Mi señor [From.GetBestName] no está del todo contento con nuestro rendimiento como Maestro de Espías de [Root.PrimaryTitle.GetFullName] y está considerando sustituirnos...;;;;;;;;;x
EVTOPTA73212;Musím prokázat své schopnosti!;Je dois faire mes preuves !;;Ich muss mich beweisen!;¡Debo probar mi valía!;;;;;;;;;x
EVTOPTB73212;Co mám dìlat?;Que puis-je faire ?;;Was kann ich tun?;¿Qué puedo hacer?;;;;;;;;;x
EVTDESC73213;U to trvá pøíliš dlouho! Zaslouím si bıt dvorním špehem [Root.PrimaryTitle.GetFullName] a [Root.Liege.GetTitledFirstName] mì jím musí jmenovat!;Assez d'eau a coulé sous les ponts ! Je mérite de devenir maître-espion [Root.PrimaryTitle.Get_du_RealmFull], et [Root.Liege.Get_le_TitledFirstName] me conférera ce titre !;;Es ist genug Zeit vergangen und ich verdiene es, Hofspitzel von [Root.PrimaryTitle.GetFullName] zu werden, und [Root.Liege.GetTitledFirstName] wird mich dazu machen!;Ha transcurrido tiempo suficiente, merezco convertirme en Maestro de Espías de [Root.PrimaryTitle.GetFullName] ¡y [Root.Liege.GetTitledFirstName] lo hará!;;;;;;;;;x
EVTOPTA73213;[Root.Liege.GetHerHis] odpovìï je netrpìlivì oèekávána.;J'attends sa réponse avec impatience.;;Ich warte sehnlichst auf [Root.Liege.GetHerHis]e Antwort.;Espero [Root.Liege.GetHerHis] respuesta con impaciencia.;;;;;;;;;x
EVTTOOLTIP73214;snad moje prosby vyslyší a uèiní moudré rozhodnutí;écoutera notre requête. Espérons une sage décision.;;wird unser Gesuch anhören und hoffentlich eine weise Entscheidung treffen.;escuchará nuestra petición y si dios quiere tomará una sabia decisión.;;;;;;;;;x
EVTOPTA73214;Stává se novım dvorním špehem;[From.GetIlElleCap] est désormais mon nouveau maître-espion.;;[From.GetSheHeCap] ist von nun an mein neuer Hofspitzel!;[From.GetSheHeCap] es ahora mi nuevo Maestro de Espías;;;;;;;;;x
EVTOPTC73214;Já jsem pánem [Root.PrimaryTitle.GetFullName]!;Je règne sur [Root.PrimaryTitle.Get_le_RealmFull] !;;Ich herrsche im [Root.PrimaryTitle.GetFullName]!;¡Yo gobierno en [Root.PrimaryTitle.GetFullName]!;;;;;;;;;x
EVTDESC73215;Mùj drahı a vìrnı [This.GetBestName].\n tímto tì jmenuji dvorním špehem [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName];M[This.GetOnA] ch[This.GetErEre] [This.GetBestName], vous êtes digne de confiance.\nJe vous accorde le titre de maître-espion [Root.PrimaryTitle.Get_du_RealmFull].\n\n[From.GetBestName];;M[This.Geteineine] liebe[This.GetrMale] und vertrauenswürdige[This.GetrMale] [This.GetBestName].\nIch gewähre Euch hiermit den Titel des Hofspitzels von [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName];Mi querido y leal [This.GetBestName].\nPor la presente os concedo el título de Maestro de Espías de [Root.PrimaryTitle.GetFullName].\n\n[From.GetBestName];;;;;;;;;x
EVTOPTA73215;Zaslouená odmìna...;Je le mérite...;;Ich habe es verdient ...;Es lo que me merezco…;;;;;;;;;x
EVTDESC73220;Doneslo se mi, e [Root.Liege.GetTitledFirstName] zamìstnává [Root.job_treasurer.GetTitledFirstName] jako svého správce. Pøitom já jsem byl pro pozici správce doslova zrozen!;C'est triste que [Root.Liege.Get_le_TitledFirstName] recrute [Root.job_treasurer.Get_le_TitledFirstName] en tant qu'intendant. Je suis plus compétent[Root.Get_E] et ferais un bien meilleur intendant !;;Es ist traurig, dass [Root.Liege.GetTitledFirstName] [Root.job_treasurer.GetTitledFirstName] als [Root.Liege.GetHerHis]en Kämmerer einstellt. Ich verfüge über mehr Kompetenz und wäre ein besserer Kämmerer!;Es una lástima que [Root.Liege.GetTitledFirstName] contrate a [Root.job_treasurer.GetTitledFirstName] como [Root.GetTreasurerName]. ¡Yo soy más competente y sería mejor [Root.GetTreasurerName]!;;;;;;;;;x
EVTOPTA73220;Poádám svého pána!;Je déposerai une requête auprès de m[Root.Liege.GetOnA] [Root.Liege.GetLordLady] lige !;;Ich werde meinen Lehnsherren darum ersuchen!;¡Lo solicitaré a mi señor!;;;;;;;;;x
EVTTOOLTIP73221;snad moje prosby vyslyší a uèiní moudré rozhodnutí;écoutera notre requête. Espérons une sage décision.;;wird unser Gesuch anhören und hoffentlich eine weise Entscheidung treffen.;escuchará nuestra petición y si dios quiere tomará una sabia decisión.;;;;;;;;;x
EVTDESC73221;[From.GetBestName] se domnívá, e by byl schopnìjším správcem, ne [Root.job_treasurer.GetTitledFirstName] a poníenì ádá, abych ho správcem [Root.PrimaryTitle.GetFullName] jmenoval.;[From.Get_only_Le_Title][From.GetBestName] prétend qu'[From.GetIlElle] ferait un meilleur intendant que [Root.job_treasurer.Get_le_TitledFirstName], et réclame le titre d'intendant [Root.PrimaryTitle.Get_du_RealmFull].;;[From.GetBestName] behauptet, dass [From.GetSheHe] ein besserer Kämmerer als [Root.job_treasurer.GetTitledFirstName] wäre, und ersucht darum, dass [From.GetSheHe] den Titel des Kämmerers von [Root.PrimaryTitle.GetFullName] zugesprochen bekäme.;[From.GetBestName] afirma que [From.GetSheHe] sería mejor [Root.GetTreasurerName] que [Root.job_treasurer.GetTitledFirstName] y solicita que se le otorgue a [From.GetSheHe] el título de [Root.GetTreasurerName] de [Root.PrimaryTitle.GetFullName].;;;;;;;;;x
EVTOPTA73221;Bbude jmenován do funkce správce;[From.GetIlElleCap] est désormais mon nouvel intendant.;;[From.GetSheHeCap] ist von nun an mein neuer Kämmerer!;[From.GetSheHeCap] es ahora mi nuevo [Root.GetTreasurerName];;;;;;;;;x
EVTOPTB73221;[Root.job_spymaster.GetTitledFirstName] ještì dostane šanci!;Donner à [Root.job_treasurer.GetFirstName] une chance de faire ses preuves.;;Gebt [Root.job_treasurer.GetFirstName] eine Chance, sich zu beweisen.;Dar a [Root.job_treasurer.GetFirstName] la posibilidad de probarse [From.GetHerselfHimself];;;;;;;;;x
EVTTOOLTIP73222;dopøeje sluchu mojí ádosti.;entendra parler de notre patience.;;wird von unserer Geduld hören.;sabrá de nuestra paciencia.;;;;;;;;;x
EVTOPTC73221;Já jsem pánem [Root.PrimaryTitle.GetFullName]!;Je règne sur [Root.PrimaryTitle.Get_le_RealmFull] !;;Ich herrsche im [Root.PrimaryTitle.GetFullName]!;¡Yo gobierno en [Root.PrimaryTitle.GetFullName]!;;;;;;;;;x
EVTDESC73222;Náš pán [From.GetBestName] se mnou v pozici správce [Root.PrimaryTitle.GetFullName] není zcela spokojen a zvauje moje odvolání...;M[From.GetOnA] [From.GetLordLady] lige, [From.Get_only_le_Title][From.GetBestName], n'est pas satisfait[From.Get_E] de mes actions en tant qu'intendant [Root.PrimaryTitle.Get_du_RealmFull] et envisage de me remplacer.;;Unser Lehnsherr [From.GetBestName] ist nicht allzu glücklich mit unserer Leistung als Kämmerer von [Root.PrimaryTitle.GetFullName] und erwägt, uns auszutauschen ...;Mi señor [From.GetBestName] no está del todo contento con nuestro rendimiento como [Root.GetTreasurerName] de [Root.PrimaryTitle.GetFullName] y está considerando sustituirnos...;;;;;;;;;x
EVTOPTA73222;Musím prokázat své schopnosti!;Je dois faire mes preuves !;;Ich muss mich beweisen!;¡Debo probar mi valía!;;;;;;;;;x
EVTOPTB73222;Co mám dìlat?;Que puis-je faire ?;;Was kann ich tun?;¿Qué puedo hacer?;;;;;;;;;x
